time,flux
3120.0397620479453,3699.4082
3120.041150905922,3698.0847
3120.0425397634344,3697.8271
3120.0439286214114,3705.6104
3120.0453174793893,3686.1262
3120.046706337367,3695.2166
3120.0480951948784,3691.8484
3120.049484052856,3692.4419
3120.0508729108337,3691.7507
3120.052261768811,3696.8884
3120.0536506263225,3702.4175
3120.0550394843,3687.522
3120.0564283422764,3714.4907
3120.057817199788,3689.6191
3120.059206057766,3705.8032
3120.0605949157434,3685.051
3120.0619837737204,3710.7036
3120.0633726312326,3687.1597
3120.0647614892105,3714.583
3120.0661503471874,3701.6562
3120.0675392046996,3691.1267
3120.0689280626766,3685.8096
3120.070316920654,3705.605
3120.0717057781662,3691.5662
3120.0730946361446,3694.4314
3120.074483494121,3690.6631
3120.075872351632,3681.3372
3120.07726120961,3681.7012
3120.0786500675868,3690.6121
3120.0800389250985,3687.1865
3120.081427783077,3715.1821
3120.082816641054,3694.5872
3120.0842054985656,3689.333
3120.0855943565434,3688.5593
3120.086983214521,3694.6206
3120.088372072032,3689.1433
3120.08976093001,3691.4648
3120.0911497875218,3685.4287
3120.092538645499,3716.3259
3120.093927503477,3685.3816
3120.095316360988,3706.7686
3120.0967052189644,3689.3887
3120.0980940769423,3692.1392
3120.0994829344536,3712.0029
3120.1008717924315,3710.7876
3120.1022606499437,3688.5303
3120.1036495079206,3683.5774
3120.105038365898,3708.083
3120.1064272234103,3685.8333
3120.107816081388,3682.0098
3120.1092049389,3698.3503
3120.1105937968773,3685.9858
3120.1119826543895,3706.1948
3120.113371512367,3719.7239
3120.114760370343,3699.6299
3120.1161492278547,3690.5684
3120.117538085832,3669.7947
3120.1189269433435,3694.3896
3120.120315801322,3697.6079
3120.1217046588336,3708.3896
3120.1230935168105,3683.4832
3120.1244823743227,3684.4695
3120.1258712322997,3697.408
3120.1272600902776,3691.2751
3120.1286489477898,3707.9973
3120.1300378057667,3703.2197
3120.1314266632785,3699.3801
3120.1328155212564,3690.5693
3120.134204378767,3691.9146
3120.1355932367437,3686.4905
3120.1369820942564,3698.5776
3120.1383709522333,3699.9097
3120.139759809745,3712.9333
3120.141148667723,3687.8491
3120.1425375252347,3677.2393
3120.1439263832117,3690.4099
3120.145315240724,3672.1592
3120.1467040987022,3685.854
3120.148092956214,3693.5198
3120.149481814191,3709.4585
3120.150870671703,3704.9712
3120.15225952968,3688.3362
3120.1536483871914,3679.6404
3120.1550372447027,3689.1946
3120.1564261026806,3708.5918
3120.157814960192,3674.7537
3120.1592038181698,3687.012
3120.160592675681,3691.8594
3120.1619815336585,3693.7356
3120.163370391171,3687.4268
3120.164759249148,3688.2458
3120.16614810666,3686.071
3120.1675369646377,3700.2695
3120.1689258221495,3686.281
3120.170314679661,3696.3108
3120.1717035376387,3675.4282
3120.17309239515,3685.9282
3120.1744812531265,3691.0596
3120.1758701106387,3680.3579
3120.1772589681505,3700.9587
3120.1786478261274,3691.1077
3120.1800366836396,3691.7024
3120.1814255416166,3705.5139
3120.182814399129,3699.4878
3120.184203256641,3697.6931
3120.185592114619,3710.1631
3120.18698097213,3685.4285
3120.1883698301076,3684.2307
3120.18975868762,3686.1416
3120.1911475451316,3679.4402
3120.1925364031085,3698.8022
3120.19392526062,3677.6538
3120.195314118131,3686.0798
3120.1967029761086,3686.3474
3120.1980918336208,3702.863
3120.199480691598,3691.052
3120.2008695491095,3696.4426
3120.202258406622,3671.3638
3120.2036472645996,3700.1196
3120.205036122111,3708.6138
3120.206424979623,3698.2847
3120.2078138376,3685.1626
3120.2092026951123,3693.1584
3120.2105915526245,3694.0725
3120.211980410601,3697.7188
3120.213369268112,3671.3582
3120.214758125624,3697.6948
3120.216146983601,3699.5256
3120.2175358411127,3681.6357
3120.2189246986254,3708.957
3120.2203135561376,3682.6794
3120.2217024141146,3688.1506
3120.2230912716263,3688.9175
3120.2244801291386,3678.9634
3120.225868987116,3684.2556
3120.2272578446273,3682.251
3120.22864670214,3693.0842
3120.2300355596517,3703.2773
3120.2314244176277,3694.0081
3120.2328132751395,3683.4561
3120.2342021326513,3694.9282
3120.235590990628,3684.2383
3120.2369798481404,3697.4753
3120.2383687056526,3694.6033
3120.239757563164,3672.2837
3120.241146421142,3681.6514
3120.242535278653,3679.4236
3120.243924136165,3685.4736
3120.2453129936775,3698.5867
3120.246701851189,3700.4041
3120.2480907091663,3697.7769
3120.2494795666785,3708.7434
3120.2508684241893,3681.2034
3120.2522572817,3690.0352
3120.253646139678,3682.8174
3120.25503499719,3682.5925
3120.2564238547016,3710.563
3120.2578127122138,3691.574
3120.259201569726,3688.6985
3120.2605904277034,3695.2483
3120.2619792852147,3689.478
3120.263368142727,3682.4314
3120.264757000239,3683.7334
3120.2661458577504,3687.4646
3120.2675347157283,3692.2949
3120.2689235732396,3689.0256
3120.270312430751,3701.7854
3120.271701288262,3696.4019
3120.273090145774,3677.3418
3120.2744790032857,3702.8767
3120.2758678612636,3707.2446
3120.277256718775,3690.1509
3120.2786455762866,3703.0713
3120.280034433799,3711.1157
3120.2814232913106,3701.6082
3120.282812148822,3683.1995
3120.2842010068002,3714.3135
3120.285589864312,3701.8516
3120.2869787218233,3703.7671
3120.2883675793355,3678.0425
3120.2897564368463,3691.3027
3120.291145294357,3692.2659
3120.29253415187,3704.1194
3120.2939230093816,3690.7693
3120.2953118673586,3704.4336
3120.296700724871,3691.7485
3120.298089582383,3700.5623
3120.2994784398943,3678.3374
3120.3008672974065,3703.1509
3120.3022561549187,3675.1658
3120.30364501243,3706.1797
3120.305033869942,3693.2307
3120.306422727454,3696.375
3120.3078115849657,3679.0476
3120.3092004429423,3694.9607
3120.310589300454,3704.9473
3120.3119781579653,3688.7847
3120.313367015477,3689.3269
3120.3147558729893,3695.9238
3120.316144730501,3690.1033
3120.3175335880123,3683.1162
3120.3189224455245,3682.7764
3120.3203113030368,3676.144
3120.321700160548,3695.2651
3120.3230890180603,3692.8743
3120.3244778755716,3710.0339
3120.3258667330833,3699.4927
3120.327255590596,3665.5789
3120.328644448107,3707.3743
3120.3300333056177,3691.1116
3120.33142216313,3691.7771
3120.332811020641,3700.2134
3120.334199878153,3704.3701
3120.335588735665,3693.4207
3120.336977593178,3694.9473
3120.338366450689,3701.499
3120.3397553086666,3680.5889
3120.3411441661788,3685.7339
3120.3425330236905,3692.4158
3120.343921881202,3697.5044
3120.3453107382484,3702.6831
3120.3466995957606,3694.9932
3120.348088453271,3715.0732
3120.3494773107827,3696.6938
3120.3508661682945,3702.0278
3120.352255025806,3667.4624
3120.353643883318,3695.5049
3120.3550327408298,3682.4031
3120.3564215983415,3702.4431
3120.3578104558537,3696.2036
3120.359199313365,3687.4539
3120.360588170877,3686.6675
3120.361977028389,3700.4326
3120.3633658859007,3683.4031
3120.364754743412,3693.7385
3120.3661436009247,3692.7148
3120.3675324584365,3669.814
3120.368921315947,3711.4482
3120.3703101734586,3689.314
3120.3716990309704,3692.0854
3120.3730878884817,3698.0808
3120.3744767459943,3687.1265
3120.375865603041,3690.4902
3120.3772544605526,3686.4143
3120.378643318064,3691.5105
3120.380032175576,3698.7202
3120.3814210330875,3679.9385
3120.3828098905997,3688.3047
3120.384198748112,3676.666
3120.385587605623,3692.8718
3120.386976463135,3653.9404
3120.3883653206467,3701.3892
3120.389754178157,3685.1704
3120.3911430352036,3697.0012
3120.392531892716,3692.7371
3120.393920750227,3694.8867
3120.395309607739,3718.1008
3120.396698465251,3693.0334
3120.398087322763,3699.6475
3120.399476180274,3694.9722
3120.4008650373207,3690.9792
3120.402253894833,3687.7273
3120.4036427523442,3713.5042
3120.4050316098565,3688.3247
3120.4064204673678,3705.3774
3120.407809324879,3683.1807
3120.4091981823904,3696.8342
3120.4105870394374,3693.1538
3120.411975896949,3684.1174
3120.4133647544604,3694.3208
3120.4147536119726,3686.3486
3120.416142469484,3681.4395
3120.4175313269957,3690.8655
3120.4189201840427,3699.4924
3120.420309041554,3695.8928
3120.4216978990657,3695.9285
3120.423086756578,3683.0571
3120.4244756140897,3682.2183
3120.4258644711354,3706.5825
3120.427253328647,3710.655
3120.428642186158,3687.7522
3120.4300310436697,3702.0962
3120.4314199007163,3701.7258
3120.432808758228,3679.4211
3120.4341976157393,3698.0735
3120.4355864732515,3694.095
3120.4369753307633,3677.8655
3120.4383641878094,3662.624
3120.4397530453216,3703.6538
3120.441141902833,3695.7678
3120.4425307603447,3680.9629
3120.443919617391,3685.1025
3120.445308474903,3684.2517
3120.4466973324143,3686.8447
3120.4480861899256,3700.3809
3120.449475046972,3667.4102
3120.4508639044834,3683.428
3120.452252761995,3693.3794
3120.4536416195074,3683.0703
3120.4550304765535,3694.3423
3120.4564193340652,3714.4648
3120.4578081915774,3691.2534
3120.4591970486235,3687.0554
3120.460585906135,3686.7649
3120.461974763647,3694.2334
3120.4633636211584,3697.1487
3120.464752478205,3683.6077
3120.466141335716,3691.2271
3120.4675301932275,3680.3799
3120.468919050273,3679.3604
3120.4703079077854,3692.8313
3120.4716967652967,3672.8044
3120.473085622343,3683.2322
3120.4744744798554,3717.5574
3120.4758633373667,3702.8699
3120.4772521948785,3706.5225
3120.478641051925,3693.0249
3120.480029909437,3687.1394
3120.481418766948,3704.053
3120.4828076239946,3689.7896
3120.484196481507,3701.876
3120.4855853385516,3684.9229
3120.4869741960633,3705.9277
3120.4883630535755,3692.4795
3120.4897519106216,3704.4023
3120.491140768133,3673.6858
3120.4925296256456,3689.717
3120.4939184826917,3685.3752
3120.495307340203,3694.7556
3120.496696197715,3707.3367
3120.498085054761,3679.9521
3120.4994739122726,3681.9746
3120.5008627693196,3688.4424
3120.502251626831,3700.9944
3120.5036404843427,3710.7988
3120.5050293413888,3693.6636
3120.506418198899,3681.7646
3120.507807056411,3683.0166
3120.509195913458,3697.4043
3120.510584770969,3684.2593
3120.5119736280153,3701.012
3120.5133624855275,3670.9534
3120.5147513425736,3713.8508
3120.516140200085,3699.1628
3120.517529057597,3701.3604
3120.518917914643,3697.479
3120.520306772155,3682.3755
3120.5216956292015,3699.47
3120.523084486713,3705.252
3120.5244733437585,3694.3391
3120.52586220127,3702.0979
3120.527251058782,3682.459
3120.5286399158285,3706.2947
3120.53002877334,3703.5383
3120.5314176303864,3674.876
3120.5328064878977,3678.1111
3120.534195344944,3696.3364
3120.535584202456,3690.1575
3120.536973059502,3700.5188
3120.538361917014,3690.6479
3120.5397507740604,3697.2998
3120.541139631572,3695.2593
3120.542528488618,3712.6157
3120.543917346129,3718.3052
3120.5453062036404,3698.4709
3120.546695060686,3706.9419
3120.5480839181987,3693.3667
3120.549472775245,3698.1235
3120.550861632756,3688.3931
3120.5522504898026,3687.8772
3120.553639347314,3708.8914
3120.5550282043605,3692.054
3120.5564170618727,3708.4001
3120.5578059189183,3700.2676
3120.5591947759644,3703.332
3120.5605836334767,3696.469
3120.5619724905227,3683.738
3120.563361348033,3699.156
3120.5647502050797,3696.8596
3120.566139062592,3715.7861
3120.5675279196375,3690.7034
3120.5689167771493,3676.1965
3120.570305634196,3691.4993
3120.5716944917076,3698.2627
3120.5730833487532,3696.333
3120.574472206266,3695.3237
3120.575861063312,3692.0149
3120.5772499203576,3731.0242
3120.57863877787,3687.9358
3120.5800276349155,3701.4319
3120.5814164924273,3703.2727
3120.5828053494733,3698.915
3120.5841942069846,3708.3816
3120.5855830640303,3670.1616
3120.586971921077,3695.21
3120.588360778588,3691.8025
3120.5897496356342,3679.9043
3120.591138493147,3719.8101
3120.5925273501925,3693.0037
3120.5939162072386,3685.0308
3120.595305064751,3693.7205
3120.596693921797,3704.9675
3120.5980827793082,3686.7815
3120.599471636355,3689.644
3120.600860493401,3713.8599
3120.6022493509117,3691.5269
3120.603638207958,3697.5881
3120.6050270650044,3691.8652
3120.606415922516,3684.0732
3120.607804779562,3706.3674
3120.609193637074,3706.4888
3120.6105824941205,3686.8342
3120.611971351166,3700.2141
3120.6133602086784,3687.8357
3120.614749065724,3703.1772
3120.61613792277,3685.696
3120.6175267802823,3695.3477
3120.6189156373284,3697.6958
3120.6203044943745,3702.2373
3120.6216933518867,3681.6794
3120.623082208932,3695.6147
3120.624471065977,3695.9199
3120.6258599234893,3672.9463
3120.6272487805354,3692.8306
3120.628637637581,3700.0767
3120.6300264950937,3705.3362
3120.63141535214,3685.6265
3120.6328042091855,3700.1528
3120.6341930666977,3702.6147
3120.6355819237433,3702.2261
3120.63697078079,3696.5933
3120.6383596378364,3692.6704
3120.6397484953477,3698.6377
3120.641137352394,3695.9565
3120.64252620944,3667.1948
3120.643915066951,3706.4978
3120.645303923997,3685.2817
3120.6466927810434,3702.7166
3120.64808163809,3692.7432
3120.6494704956012,3706.2812
3120.6508593526473,3713.6226
3120.652248209694,3694.4846
3120.65363706674,3695.6643
3120.6550259242513,3708.6545
3120.6564147812983,3703.7722
3120.6578036383444,3698.5496
3120.65919249539,3702.8313
3120.660581352902,3709.9146
3120.6619702099474,3692.2415
3120.6633590669926,3714.9062
3120.664747924039,3697.0488
3120.6661367815514,3709.0347
3120.667525638597,3697.3538
3120.6689144956435,3705.4329
3120.670303352689,3699.709
3120.671692210201,3699.9385
3120.673081067248,3700.4417
3120.6744699242936,3705.479
3120.6758587813397,3690.301
3120.6772476383862,3706.053
3120.678636495898,3702.4631
3120.6800253529436,3681.4185
3120.6814142099893,3705.4622
3120.682803067036,3710.6538
3120.6841919240815,3718.1848
3120.685580781593,3689.6846
3120.6869696386398,3701.76
3120.688358495686,3693.8193
3120.6897473527315,3719.7339
3120.691136209778,3685.511
3120.6925250668246,3690.8887
3120.693913924336,3684.2192
3120.6953027813825,3694.019
3120.696691638428,3690.7776
3120.698080495474,3690.3311
3120.6994693525207,3694.9644
3120.700858209566,3705.7837
3120.702247067077,3702.1355
3120.703635924124,3687.1189
3120.7050247811694,3693.3325
3120.7064136382155,3699.3694
3120.707802495262,3680.4507
3120.709191352308,3703.2769
3120.710580209354,3688.0862
3120.711969066401,3709.8445
3120.7133579239126,3710.7339
3120.714746780958,3703.304
3120.7161356380047,3710.6304
3120.7175244950504,3689.6162
3120.718913352097,3689.6133
3120.7203022091426,3699.9731
3120.721691066188,3705.3613
3120.723079923234,3680.8823
3120.7244687802804,3674.3286
3120.7258576377926,3696.2549
3120.7272464948383,3728.6155
3120.728635351885,3691.978
3120.7300242089314,3689.1902
3120.731413065977,3706.563
3120.732801923023,3707.8582
3120.7341907800696,3676.9917
3120.7355796371157,3703.9775
3120.7369684941614,3693.9915
3120.7383573512084,3699.4692
3120.7397462082536,3691.7495
3120.7411350652987,3707.6428
3120.7425239223453,3690.04
3120.7439127793914,3680.5591
3120.745301636437,3699.97
3120.7466904939492,3688.1743
3120.748079350996,3696.946
3120.7494682080414,3707.1404
3120.750857065088,3690.7305
3120.7522459221336,3703.822
3120.7536347791797,3674.1885
3120.7550236362267,3695.4905
3120.7564124932724,3688.1958
3120.7578013503185,3707.9402
3120.7591902073646,3707.8103
3120.7605790644093,3703.4092
3120.7619679214554,3704.1863
3120.763356778502,3688.283
3120.764745635549,3694.4062
3120.7661344925946,3693.8992
3120.7675233496407,3695.813
3120.768912206687,3689.3469
3120.7703010637333,3710.4048
3120.771689920779,3690.656
3120.7730787778255,3689.8835
3120.774467634872,3697.7368
3120.7758564919177,3713.2122
3120.7772453489642,3694.9065
3120.7786342060094,3706.5029
3120.7800230630546,3680.5139
3120.781411920101,3702.2146
3120.7828007771473,3675.2913
3120.7841896341934,3701.1611
3120.78557849124,3718.1519
3120.78696734782,3685.582
3120.788356204866,3707.5813
3120.7897450619125,3710.7839
3120.7911339189586,3691.8582
3120.7925227760043,3706.7915
3120.7939116330513,3685.4587
3120.7953004900974,3690.4148
3120.796689347143,3701.3425
3120.7980782041886,3690.2827
3120.7994670612343,3708.9246
3120.80085591828,3709.8071
3120.802244775327,3691.2979
3120.8036336323735,3678.9387
3120.8050224894196,3678.9922
3120.806411346465,3700.717
3120.807800203046,3692.6863
3120.8091890600917,3685.9517
3120.8105779171383,3701.0249
3120.811966774185,3708.5217
3120.8133556312305,3711.3748
3120.8147444882766,3685.4453
3120.816133345323,3687.1191
3120.8175222023683,3694.46
3120.818911059414,3686.4209
3120.820299915995,3684.3855
3120.8216887730405,3706.45
3120.8230776300866,3691.4016
3120.824466487133,3700.9194
3120.825855344179,3700.6731
3120.827244201225,3688.209
3120.8286330582714,3695.1001
3120.830021915318,3705.2554
3120.831410771898,3695.2502
3120.8327996289445,3687.5227
3120.83418848599,3701.5859
3120.835577343036,3695.511
3120.8369662000823,3684.1316
3120.838355057128,3685.3591
3120.839743913708,3693.9939
3120.8411327707545,3679.2957
3120.842521627801,3679.4456
3120.8439104848467,3688.0544
3120.8452993418928,3706.001
3120.84668819894,3701.5073
3120.8480770555198,3694.5215
3120.849465912566,3699.6685
3120.8508547696124,3692.5686
3120.8522436266585,3695.6711
3120.853632483704,3692.8225
3120.855021340285,3708.1719
3120.8564101973307,3708.7163
3120.857799054376,3721.8406
3120.8591879114224,3697.6287
3120.8605767684685,3694.8416
3120.8619656250485,3691.3411
3120.863354482095,3693.1931
3120.864743339141,3691.9934
3120.866132196187,3687.469
3120.867521052768,3696.5242
3120.8689099098137,3688.9514
3120.87029876686,3667.8286
3120.8716876239064,3683.554
3120.8730764809525,3702.3865
3120.8744653375325,3698.7317
3120.875854194579,3690.3252
3120.8772430516237,3687.5457
3120.87863190867,3703.2273
3120.8800207652507,3704.5142
3120.8814096222973,3704.6838
3120.8827984793434,3704.5981
3120.8841873363895,3697.2119
3120.8855761929703,3677.5132
3120.8869650500164,3712.634
3120.888353907062,3698.2839
3120.889742763643,3687.5859
3120.8911316206886,3718.0046
3120.892520477735,3695.9827
